2.93	0.00	2.50	5.06	0.00	0.00	0.00	0.00	0.00	1544993	175402	96145	135272	2370	420	670	0.68	0.02	0.12	0.01	0.19	0.01
3.97	0.00	2.50	4.19	0.00	0.00	0.00	0.00	0.00	1548702	173312	92968	137690	2391	311	814	0.68	0.02	0.09	0.01	0.23	0.01
5.21	0.00	2.50	2.19	0.00	0.00	0.00	0.00	0.00	1549933	169439	92425	143828	2165	296	1090	0.61	0.02	0.08	0.01	0.31	0.01
4.78	0.00	2.50	3.10	0.00	0.00	0.00	0.00	0.00	1544194	171010	92902	142968	2315	276	1018	0.64	0.02	0.08	0.00	0.28	0.01
4.47	0.00	2.50	3.57	0.00	0.00	0.00	0.00	0.00	1536593	173966	93210	141770	2391	277	922	0.67	0.02	0.08	0.00	0.26	0.01
4.63	0.00	2.50	3.34	0.00	0.00	0.00	0.00	0.00	1583441	179002	95567	146424	2434	282	1003	0.65	0.02	0.08	0.00	0.27	0.01
4.14	0.00	2.50	3.79	0.00	0.00	0.00	0.00	0.00	1545516	176565	91491	140576	2423	217	849	0.69	0.02	0.06	0.00	0.24	0.01
3.59	0.00	2.50	4.38	0.00	0.00	0.00	0.00	0.00	1544628	183070	95908	143088	2592	230	749	0.73	0.02	0.06	0.00	0.21	0.01
5.07	0.00	2.50	2.19	0.00	0.00	0.00	0.00	0.00	1543398	171154	92021	143517	2274	239	1022	0.64	0.02	0.07	0.00	0.29	0.01
4.47	0.00	2.50	3.34	0.00	0.00	0.00	0.00	0.00	1542832	177807	96003	144887	2354	203	948	0.67	0.02	0.06	0.00	0.27	0.01
2.07	0.00	2.50	5.36	0.00	0.00	0.00	0.00	0.00	1537282	182738	96449	137557	2696	245	629	0.76	0.02	0.07	0.00	0.18	0.01
2.39	0.00	2.50	5.21	0.00	0.00	0.00	0.00	0.00	1544137	181835	95513	137583	2649	247	678	0.74	0.02	0.07	0.00	0.19	0.01
4.31	0.00	2.50	3.57	0.00	0.00	0.00	0.00	0.00	1534827	174821	92109	141691	2372	224	865	0.69	0.02	0.06	0.00	0.25	0.01
4.93	0.00	2.50	2.53	0.00	0.00	0.00	0.00	0.00	1528539	172787	92414	144295	2294	247	1004	0.65	0.02	0.07	0.00	0.28	0.01
2.67	0.00	2.50	5.06	0.00	0.00	0.00	0.00	0.00	1534657	180587	91993	136087	2643	226	718	0.74	0.02	0.06	0.00	0.20	0.01
4.78	0.00	2.50	2.83	0.00	0.00	0.00	0.00	0.00	1550199	172482	92107	142928	2331	250	1015	0.65	0.02	0.07	0.00	0.28	0.01
3.38	0.00	2.50	4.56	0.00	0.00	0.00	0.00	0.00	1546941	178599	91089	137274	2567	207	754	0.73	0.02	0.06	0.00	0.21	0.01
3.16	0.00	2.50	4.73	0.00	0.00	0.00	0.00	0.00	1535162	178768	91702	138553	2499	212	774	0.72	0.02	0.06	0.00	0.22	0.01
2.93	0.00	2.50	4.90	0.00	0.00	0.00	0.00	0.00	1540131	179764	91921	138150	2576	223	698	0.74	0.02	0.06	0.00	0.20	0.01
3.97	0.00	2.50	4.00	0.00	0.00	0.00	0.00	0.00	1530215	176028	92266	140388	2470	235	783	0.71	0.02	0.07	0.00	0.22	0.01
4.63	0.00	2.50	3.10	0.00	0.00	0.00	0.00	0.00	1535328	173705	92379	143019	2306	242	960	0.66	0.02	0.07	0.00	0.27	0.01
3.78	0.00	2.50	4.19	0.00	0.00	0.00	0.00	0.00	1525821	178429	92509	141769	2381	199	805	0.70	0.02	0.06	0.00	0.24	0.01
1.69	0.00	2.50	5.51	0.00	0.00	0.00	0.00	0.00	1525967	180110	95096	136740	2500	311	581	0.74	0.02	0.09	0.01	0.17	0.01
5.21	0.00	2.50	1.79	0.00	0.00	0.00	0.00	0.00	1543781	170234	92803	145240	2127	245	1001	0.63	0.02	0.07	0.00	0.30	0.01
5.07	0.00	2.50	1.79	0.00	0.00	0.00	0.00	0.00	1544606	169519	95330	143463	2110	357	989	0.61	0.02	0.10	0.01	0.29	0.01
1.69	0.00	2.50	5.36	0.00	0.00	0.00	0.00	0.00	1548129	182513	90751	134847	2793	208	653	0.76	0.02	0.06	0.00	0.18	0.01
4.47	0.00	2.50	3.10	0.00	0.00	0.00	0.00	0.00	1533033	173184	95610	142482	2250	388	896	0.64	0.02	0.11	0.01	0.25	0.01
